frase_id,frase,majority_vote
1462400,Ela é selvagem.,identidade
1462519,Ela é amiga da minha mulher.,identidade
1462525,Se fosse mulher feia tava tudo certo.,aparencia
1463745,"Ela chegou bem famosa, toda venenosa pra me seduzir.",papel_social
1464757,Deixar ela maluca.,comportamentos
1465123,Tem homem muito velhaco.,identidade
1465991,"Mulher ingrata, mulher fingida.",identidade
1466478,Que homem é aquele artista.,identidade
1467928,Ela é a mulher da minha vida eu sou o seu fã.,identidade
1468036,Ela tá cismada que a mulherada tá dando no meu pé.,comportamentos
1468807,Ele é sensacional.,identidade
1470118,Ela é uma garota bem interessante.,comportamentos
1470531,"Ela não adimite, diz que eu to mentindo.",comportamentos
1470534,Ela ta enganada....,valores
1471224,Pra fazer amor gostoso e deixar o homem louco.,comportamentos
1471229,O homem fica maluco mas se tem o vucu-vucu.,comportamentos
1472079,"Mas ela vem, rebola minha musa cheirosa.",habilidades
1472298,Que ela tá afim de namorar.,papel_social
1473327,Já sei o que fazer com essa mulher bandida.,identidade
1473332,Vou levar ela prum motel mais caro da cidade.,outros
1473340,Mulher mercenária.,identidade
1473341,"Oh, mulher mercenária!.",identidade
1473346,Já sei o que fazer com essa mulher bandida....,comportamentos
1473347,Mulher mercenária....,identidade
1473739,Uma mulher bandida.,identidade
1475418,O locutor agita é só mulher bonita querendo beijar..,comportamentos
1475907,O menina linda vou deixar tudo rolar.,
1477267,Pra atender essas mulheres mal amadas.,identidade
1477477,"Mas, comigo ele foi covarde e malvado.",comportamentos
1478256,Ela estava acompanhada.,outros
1478260,"É Andrezinho é complicado, Mas como somos amigos.",papel_social
1478300,Se ele era irmão.,identidade
1478311,Às vezes ela é dengosa.,comportamentos
1479273,Uma namorada linda e verdadeira.,aparencia
1479762,Ela é uma tentação.,aparencia
1480548,tô amando de verdade uma mulher muito louca.,identidade
1481444,E ela chega firme.,comportamentos
1481446,"Ela é top, ela cai pra cima.",habilidades
1481450,"Gracinha, ela tá soltinha.",comportamentos
1481458,Essa mina é uma delicia.,identidade
1481473,Ela tá solta igual arroz.,identidade
1482939,eu sou o homem dela ela é minha mulher.,papel_social
1483493,"A garota mais bonita, também era a mais rica.",identidade
1483636,"Menina bonita, do centro da cidade.",aparencia
1483639,Convidar ela prum charme.,outros
1483649,"Que moça bonita, que moça bonita.",aparencia
1483662,"Moça bonita, brinco de ouro de princesa.",
1484079,Vou ser o homem mais feliz.,identidade
1484325,ela estava acompanhada com um cara que eu nunca vi.,identidade
1484350,(C) Ele era alto?.,identidade
1484362,(R) Como eu ia saber se ele era irmão?.,outros
1487647,Teu jeito de mulher fatal.,comportamentos
1487681,Minha namorada é nota dez.,habilidades
1487702,Ela negra negritude que fascina.,identidade
1487703,"Senhora menina, menina senhora me descontrolou.",identidade
1488723,Se ela fosse uma estrela.,identidade
1489124,Mas ele é tão gostoso.,aparencia
1489765,E toda menina baiana que eu via.,identidade
1489889,Ela tão empolgada.,comportamentos
1489917,É me cansei de curtir paixão/hojê eu sou o homem mais fiel.,outros
1490036,"Menina linda, coisa louca.",identidade
1490373,Menina é gostoso.,aparencia
1491460,Ela é prima de um amigo que eu trombei num rolê.,identidade
1491482,"E vai pensando que ela é fácil, rapaz.",identidade
1491932,Pois quando a gente ama eu sou o homem mais feliz.,valores
1493148,Ele lembrou como ela era magrinha e desajeitada.,outros
1493163,"Ele tinha 18, ela novinha 16.",identidade
1493199,Que a mulher mais linda do.,comportamentos
1493380,"Ela é linda, é uma delícia.",identidade
1493521,Ela é puro excesso.,aparencia
1494116,Ela é inteligente e sabe se cuidar.,identidade
1496069,Mãe pequena me conhece não sou de vacilação.,identidade
1496388,De homem forte virei um menino.,comportamentos
1496859,Essa mulher é minha ê ê.,identidade
1498368,"Ela é maravilhosa, tem um sorriso maroto.",aparencia
1499506,Quando o homem é camarada.,identidade
1499512,Todo homem aventureiro.,identidade
1499870,"A minha preta pensa que eu sou um santo e essa fama até que eu banco mas não sou nenhum guri, ela é a preta mais bonita da favela e no desfile da.",papel_social
1499923,"Fox, tiete era moça fanática,.",identidade
1499990,"Do cheiro do cravo, da rosa da moça formosa e de mais.",
1501966,Com esse teu jeito de mulher fatal.,identidade
1502343,É triste um garoto pobre.,identidade
1504098,"Não se condena, você fez tudo que podia pra fazer essa mina contente..",outros
1504233,Ele é meio atrevido.,comportamentos
1504824,Me contaram que a menina moça é donzela.,identidade
1505691,Vou lhe dar pudim gelatina chinesa o colo do rei momo pra ele sentar.,comportamentos
1505730,O carinho de pai e de mãe é verdade.,identidade
1506859,"E o pior de tudo, é que ele é meu amigo.",papel_social
1506897,"Ele fica meio tímido, confundi a amizade..",
1507654,ela é a namorada do meu melhor amigo..,identidade
1509154,"Menina linda, o seu lindo requebrado.",aparencia
1509605,"Ela é capaz de me encantar, caramba!.",habilidades
1509993,Mulher perversa como essa eu nunca vi.,outros
1510976,"Menina linda e tristonha, que não cansa de.",identidade
1510979,"Garota bela e fagueira, formosura sem igual,.",aparencia
1512439,Menina sapequinha mostra aí como é que faz.,outros
1512486,"A mina é top, desfilando é a mais bela.",outros
1512532,Ela é muito safada.,identidade
1512559,Ela também é bagaceira.,identidade
1512565,Agora ela é bagaceira.,aparencia
1512566,Mariazinha é uma menina tão danada.,identidade
1512864,"Sandreco ela só foi legal com você, ela tá.",comportamentos
1513026,Hoje ela é empresária.,
1513035,Ela é muito bacana.,identidade
1513486,"Ela é malandrona, uma tremenda ""171"".",identidade
1514087,"Minha musa inspiradora, minha fé, minha paixão.",aparencia
1514173,Dizem que a mulher é a parte fraca.,papel_social
1514176,O homem não tendo é bem capaz de roubar.,comportamentos
1514232,"Diz que sua mãe é crente, mais seu pai nunca fez jura.",identidade
1514911,Ela é tão cheia de graça.,identidade
1516166,"Tião não foi rei sozinho, O seu parceiro pardinho,.",papel_social
1516238,"Ela é muito importante,.",papel_social
1516263,"A rainha defensora,.",identidade
1516688,Sou menino brincalhão.,outros
1517116,homem menino menina mulher.,identidade
1517336,Inez já é morta.,outros
1517364,Era um homem muito forte.,identidade
1517372,Pra ele eram vagabundos.,aparencia
1517373,E as mulheres sem-vergonhas.,valores
1517681,Ela é vacilona deu bola na zona.,identidade
1517701,as nuances africanas que mantém vovó em pé é que ela traz como herança orixas do candomblé o seu santo de cabeça faz o bem sem ver a quem ajudando a quem mereça ajuda vovó também ela só não está contente com o preconceito racial ela só quer cozinhar com sua colher de pau.,identidade
1517711,Zeca foi sensacional.,habilidades
1518076,Menino inocente e sozinho.,identidade
1518114,Cangote de moça bonita.,identidade
1518592,Ela é tão linda me fez tão contente.,identidade
1519067,Menina moça quer casar de branco.,
1519069,Menina nova nunca perde tempo.,identidade
1519310,"Cantores e compositores, temos divas sensacionais.",identidade
1519422,"Pitbull é picanha, rotweiller é filé.",
1519699,Ele é reprodutor.,identidade
1519700,Ele é competidor.,identidade
1519708,Ele hoje é suvenir.,identidade
1519764,marido infiel vai levar rasteira.,valores
1521077,Ela é tão fascinante.,identidade
1521078,Ela é minha paixão.,papel_social
1521079,Ela é amada amante.,identidade
1522173,"É só beber, que ela fica animadinha.",comportamentos
1522174,"É só beber, que ela fica perigosa.",comportamentos
1522195,"Vai tequila, vai cerveja, essa mina não é mole não.",identidade
1522414,"Vote em mim para presidente ele pede, ele é insistente.",habilidades
1522429,"Todo povo ele iludi fria, não se toca, não renuncia.",identidade
1523609,"Ela é preta na cor,.",
1523800,mulher carinhosa é falsa.,identidade
1523804,ela preta da cor mas é loira do cabelo.,aparencia
1524352,Na mina quente do aço.,identidade
1524883,Mulher bonita um samba lá no fundo de quintal.,aparencia
1524933,Minha namorada não é mole não.,identidade
1525215,Se veste toda sensual tipo mulher fatal.,identidade
1525486,A mina iludida acha que ele é herói.,identidade
1525984,Mas ela é sexy é sexy sexy.,aparencia
1525985,Mas ela é sexy comigo mexe assim.,comportamentos
1525998,Ela é sexy quando passa as mãos nos cabelos.,identidade
1526001,Ela é sexy quando faz amor.,aparencia
1526555,ela é muito gatinha ai meu.,aparencia
1527150,Mina gostosa sabe como é né.,aparencia
1527598,"Eu to querendo me dar bem no seu espaço mas a fila é grande é grande pra danado.Ela estasiou todo o salão todos de boca aberta de olho no popozão, ela é preferencia nacional, de ponta a ponta não tem nada igual..",aparencia
1527599,"Quando ela dança da um show a parte, ela é mais gostosa do que barra de chocolate, agora vem vai pega no joelinho põe a mão na boca e rebola de mansinho..",aparencia
1528450,menina baiana que desce a ladeira.,identidade
1528600,"Amante amigo, teu sol, meu abrigo.",
1529067,Mulher brasileira eu quero você pra mim.,identidade
1529075,É conseguir bota uma mulher brasileira na minha vida.,identidade
1529081,"Mulher brasileira você me faz muito, muito, muito bem.",identidade
1529084,"Mulher brasileia, és a melhor do universo.",identidade
1529091,"Eu quero mulher, quero mulher brasileira.",identidade
1529600,Uma garota tão bonita é um alvo excitante.,aparencia
1529608,Ela é uma garota espetacular.,identidade
1529963,Que uma delas é um homem irresponsável.,papel_social
1530145,Fica com ela não acho certo.,comportamentos
1531331,Ele é amigo companheiro.,identidade
1531799,Dia e noite noite e dia eu e ela pura harmonia !.,outros
1531877,Minha princesa rainha.,
1532983,Ele está doente.,comportamentos
1534097,"Ela é uma gatinha moreninha e sensual, é o meu prazer.",aparencia
1534657,Minha eterna namorada dona do meu coração.,comportamentos
1535055,"Quis ser diferente, só que não rolou.",valores
1535361,"Seios de uma deusa grega, sensual.",identidade
1535481,Quis ser diferente só que não rolou.,comportamentos
1535705,"""Tá"" cheio de mulher bonita.",aparencia
1535863,Hoje em dia ela é madame chique contando.,identidade
1536096,Não importa se é gorda ou se ela é magrinha.,aparencia
1536678,Que as mina são chapa quente.,
1536842,Essa mina é feiticeira não tá fe brincadeira.,identidade
1536844,Essa mina é feiticeira não tá de bobeira.,
1536960,Se ela for sapatão.,identidade
1537070,Rio de janeiro tem carnaval tem mulher bonita e futebol.,aparencia
1537407,Não é a toa que eles fala: - as mina é foda.,identidade
1537513,Aquelas menina interesseira.,identidade
1537988,Mulheres muito atraentes.,identidade
1538233,Ela é top de luxo.,aparencia
1538243,"Ela é perigosa, mulher do patrão.",comportamentos
1538365,"Agora estou assim, virei um rapaz maroto.",comportamentos
1538415,Ela ficou feliz.,identidade
1539111,Nosso sangue é derramado pra eles é só ibope to.,papel_social
1539548,"Nosso sangue é derramado, pra eles é só ibope,.",outros
1539557,Acelerando a hornet elas ficam bem doidinha.,habilidades
1539559,Garota safadinha quer curtir não namora.,identidade
1539729,ai que homem gostoso.,aparencia
1539730,vem que homem gostoso.,
1540275,Chuck 22 ele é um caçacheiro.,identidade
1540540,"Bagdá, vou mandar um papo reto, não to de sacanagem, um monte de homem bomba no.",identidade
1540645,Aquele mundo de gostosa eu só tinha mulher boa.,aparencia
1541576,As menina fica louca.,comportamentos
1541743,Oh os menino aqui é bruxo e bota a chapa pra esquentar.,identidade
1541752,Oi os menino aqui é zika e o jogo é objetivo.,comportamentos
1541951,Bruninho tá ligado e sempre me acompanhou sua.,outros
1542063,OOh menina louca.,identidade
1542072,Menina louca.,comportamentos
1542220,Eric está bolado está vindo de.,comportamentos
1542249,Daniel tá resgatado e os detento deu nu pé.,
1542674,Ela fica loucona e senta.,identidade
1542870,Essa mina é diferente eu não posso perder não.,identidade
1542923,Tudo lembra você minha garota linda.,aparencia
1543161,Jesus sou conduzido.,outros
1543251,Ela fica louca beijando na boca.,comportamentos
1543466,Sou garota melancia.,identidade
1543510,Muito menos de homem duro.,identidade
1543517,Homem bobo eu esculacho.,identidade
1543529,"Mulher boa, todo homem gosta,.",identidade
1543530,"Mulher boa, todo homem baba,.",outros
1543606,"Que homem maluco, ciumento.",identidade
1544000,"Ela dá pra nóis que nois é patrão, ela dá pra nóis que nois é patrão.",comportamentos
1544003,Ela dá pra nóis que nois é patrão.,comportamentos
1544006,"Ela dá pra nóis que nois é patrão, oi, ela dá pra nóis que nois é patrão.",identidade
1544011,"Quando a gente ama não vemos defeito, ela é a dona do meu cora....",identidade
1544034,"ta que ta que ta que ta ela tá ela tá doidinha pra an, doidinha pra ui, doidinha pra hum.",comportamentos
1544048,Minha cama é king-box ela não é muito pequena o bagulho é louco mais a brincadeira.,outros
1544528,"Tu é uma mina braba, faz de tudo e não reclama.",identidade
1544539,"Mina fiquei intrigado, e não desvendei a trama.",outros
1544861,"Ela é louca, se transforma.",identidade
1544890,Ela é louca se transforma.,identidade
1545050,O Senhor é meu pastor e nada me faltará.,valores
1545148,Ela mexe bem louca.,
1545484,Homem tão bom.,valores
1545491,Meu pai um homem tão bom.,identidade
1545499,Ele foi preso de cabeça baixa.,comportamentos
1545536,Deus usando mais um homem mano eu vou te falar.,identidade
1545562,Não esqueci do amor dos meus pais mas a senhora é minha riqueza...,identidade
1545815,Ela é mercenária.,identidade
1545912,Pois eu sei que o senhor é fiel.,valores
1546365,mulheres sedutoras gostosas com expressão.,identidade
1546564,"Só tem menina bonita, gostosa e de mente aberta.",identidade
1546581,Ai ela ficou nervosa.,comportamentos
1546618,Zé tava duro e andava de trem..,comportamentos
1546654,"Ela é top rapaz, empina a bunda pra trás.",comportamentos
1546981,aí eu gostei ela mamo diferente.,comportamentos
1547006,"Ela dá pra nois que nois é patrão,.",comportamentos
1547007,"ela dá pra nois que nois é patrão,.",comportamentos
1547017,ela dá pra nois que nois é patrão...,identidade
1547205,"Eoeoeoeoeoeoeoeo não estou iskulachano as muié, maismaismais.",comportamentos
1547412,"Depois da mulher filé a mulher goiaba,.",identidade
1547415,"Mulher cereja, mulher jaca...",aparencia
1547976,"Ela é inteligente, ela é chapa quente, ela estoura os cofres.",identidade
1548076,"Ela tá louca, louca, louca,.",
1548081,"Ela tá louca e eu também enlouqueci,.",identidade
1548088,"Porque ela é zica, porque ela é bela..",identidade
